# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
   510    2040.00       -55.8735       0.2272225855       0.2382113132
   511    2044.00       -56.2627       0.2274662876       0.2380148900
   512    2048.00        56.6523       0.2285705459       0.2380451581
   513    2052.00       -56.5317       0.2294658873       0.2382381985
   514    2056.00       -55.4146       0.2286885281       0.2377298953
   515    2060.00        49.6900       0.2288651329       0.2380252792
   516    2064.00       -51.4698       0.2301521150       0.2390358992
   517    2068.00        48.8733       0.2302959300       0.2390520794
   518    2072.00       -45.5938       0.2287030326       0.2373857764
   519    2076.00       -47.6502       0.2269976040       0.2352227484
   520    2080.00       -42.5266       0.2257496415       0.2341672280
   521    2084.00       -40.3645       0.2255635474       0.2345376091
   522    2088.00       -28.9315       0.2266518659       0.2354271571
   523    2092.00        28.5372       0.2264975801       0.2356077325
   524    2096.00       -39.2808       0.2242335100       0.2342312691
   525    2100.00       -40.5134       0.2228844191       0.2330720657
   526    2104.00       -41.3606       0.2247976617       0.2346507064
   527    2108.00       -43.6893       0.2270063669       0.2363983522
   528    2112.00        43.5839       0.2285150855       0.2367204149
   529    2116.00        45.0657       0.2289575617       0.2369401681
   530    2120.00       -45.3713       0.2267766935       0.2356396005
   531    2124.00       -42.2410       0.2263100549       0.2342765935
   532    2128.00       -43.4312       0.2277500159       0.2341580806
   533    2132.00       -38.1524       0.2291380250       0.2330701291
   534    2136.00       -30.9038       0.2302038238       0.2328125640
   535    2140.00        35.1968       0.2289797392       0.2331609593
   536    2144.00       -32.7332       0.2274125638       0.2336494288
   537    2148.00       -31.1730       0.2279773508       0.2345909102
   538    2152.00       -32.4826       0.2279651878       0.2338185213
   539    2156.00        32.1099       0.2279634823       0.2332956447
   540    2160.00        31.3313       0.2274654066       0.2342098060
   541    2164.00       -27.1864       0.2257290282       0.2344537582
   542    2168.00        27.9920       0.2266028343       0.2345536420
   543    2172.00       -37.6503       0.2287026891       0.2342221920
   544    2176.00        31.7294       0.2302341244       0.2333459494
   545    2180.00        42.2537       0.2304535751       0.2346718323
   546    2184.00        36.2773       0.2294656396       0.2367739374
   547    2188.00        37.5944       0.2299582477       0.2379059908
   548    2192.00       -44.7459       0.2321682311       0.2372099041
   549    2196.00        45.7456       0.2331729831       0.2367477158
   550    2200.00       -49.4527       0.2328037288       0.2364650206
   551    2204.00       -43.0355       0.2316178648       0.2364802455
   552    2208.00        35.3797       0.2298077747       0.2370726389
   553    2212.00       -32.1538       0.2297099727       0.2362657838
   554    2216.00        30.9532       0.2299119946       0.2353617509
   555    2220.00       -25.5926       0.2304293586       0.2356883111
   556    2224.00       -26.1757       0.2292426234       0.2370580531
   557    2228.00       -29.2562       0.2268937259       0.2372164979
   558    2232.00       -30.0927       0.2277294411       0.2371613731
   559    2236.00        39.5510       0.2299505219       0.2373507269
   560    2240.00        44.4140       0.2321859659       0.2384016988
   561    2244.00       -44.6730       0.2337717580       0.2410675031
   562    2248.00        46.2092       0.2318882878       0.2412144228
   563    2252.00        46.2192       0.2301037987       0.2390504247
   564    2256.00       -46.4599       0.2305581342       0.2375542262
   565    2260.00        53.2755       0.2314920230       0.2374988162
   566    2264.00       -57.6641       0.2331679729       0.2399299165
   567    2268.00       -58.7078       0.2331667572       0.2417812499
   568    2272.00        59.0686       0.2314966439       0.2421348332
   569    2276.00        57.3505       0.2306362274       0.2409784119
   570    2280.00        59.4686       0.2291213262       0.2384680545
   571    2284.00        62.0482       0.2289942706       0.2384871189
   572    2288.00       -55.5319       0.2292241379       0.2391237964
   573    2292.00        63.7908       0.2282715808       0.2393926471
   574    2296.00       -63.1386       0.2283448738       0.2396845251
   575    2300.00        59.2804       0.2282305271       0.2399218439
   576    2304.00       -61.0468       0.2282003888       0.2410612904
   577    2308.00       -59.6177       0.2295736999       0.2411078383
   578    2312.00       -61.0815       0.2312052373       0.2419845481
   579    2316.00        64.2147       0.2328848895       0.2422861714
   580    2320.00        64.2837       0.2333885918       0.2419460704
   581    2324.00       -72.4662       0.2322519007       0.2422766330
   582    2328.00        77.3359       0.2312935165       0.2416993861
   583    2332.00       -81.3166       0.2311550865       0.2414096686
   584    2336.00        85.1780       0.2310816878       0.2415314303
   585    2340.00       -81.4337       0.2305385893       0.2417183514
   586    2344.00       -74.3470       0.2287659225       0.2406558377
   587    2348.00        72.8113       0.2277579522       0.2392915639
   588    2352.00       -67.4654       0.2289163932       0.2390450992
   589    2356.00        64.7729       0.2299987834       0.2390481996
   590    2360.00       -64.2315       0.2301300816       0.2409997388
   591    2364.00       -65.8970       0.2276338950       0.2417324259
   592    2368.00       -65.4654       0.2247988050       0.2399278839
   593    2372.00       -73.1869       0.2256952498       0.2389051380
   594    2376.00        75.9115       0.2287116556       0.2379639549
   595    2380.00       -79.3689       0.2312219819       0.2396924536
   596    2384.00       -75.4660       0.2316289955       0.2415744319
   597    2388.00       -71.3447       0.2300353982       0.2412235130
   598    2392.00       -75.9791       0.2297394963       0.2412900009
   599    2396.00       -83.9612       0.2309294353       0.2410687570
   600    2400.00       -91.3221       0.2319147282       0.2418426199
   601    2404.00        97.4959       0.2310949200       0.2430334168
   602    2408.00       103.9237       0.2285736693       0.2418783551
   603    2412.00      -109.7644       0.2267426463       0.2395621048
   604    2416.00      -116.8062       0.2273377620       0.2377591901
   605    2420.00      -110.2666       0.2292856044       0.2384047752
   606    2424.00      -100.0952       0.2297869814       0.2409289119
   607    2428.00       -85.8662       0.2281943422       0.2426672276
   608    2432.00        74.3061       0.2276769692       0.2416187718
   609    2436.00       -75.5117       0.2299670212       0.2393002935
   610    2440.00       -81.0399       0.2329659484       0.2396342446
   611    2444.00       -82.9196       0.2346236305       0.2416302687
   612    2448.00       -81.9955       0.2332936089       0.2426806064
   613    2452.00       -78.4495       0.2312131035       0.2432622154
   614    2456.00       -85.5307       0.2316569548       0.2432510981
   615    2460.00       -89.2878       0.2330959637       0.2434386538
   616    2464.00       -91.8502       0.2335228413       0.2435623578
   617    2468.00        90.6778       0.2325355840       0.2431606913
   618    2472.00       -89.1813       0.2301333410       0.2410415820
   619    2476.00       -93.4050       0.2292355012       0.2394257669
   620    2480.00        90.5334       0.2304325034       0.2409104451
   621    2484.00       -84.5443       0.2301946968       0.2430122712
   622    2488.00        82.7564       0.2282492963       0.2441902115
   623    2492.00       -79.2057       0.2258278209       0.2423926115
   624    2496.00        74.2546       0.2246856595       0.2390917712
   625    2500.00       -74.8323       0.2257990565       0.2377523879
   626    2504.00        68.2212       0.2274045306       0.2380894071
   627    2508.00       -66.1501       0.2282698596       0.2404180970
   628    2512.00       -63.7169       0.2286470283       0.2429290046
   629    2516.00       -65.0573       0.2290914744       0.2432480861
   630    2520.00        70.3942       0.2295478275       0.2430635656
   631    2524.00       -68.1753       0.2284489806       0.2410909063
   632    2528.00        63.9218       0.2266666576       0.2389895302
   633    2532.00       -70.4245       0.2260225068       0.2384885183
